ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
252,9,4,7,7,0,0,7,9,7,4,0,0,0,0,4,8,0,6,8,0,7,9,0,0,7,7,0,7,7,0,0,3,7,0,4,6,0,0,0,7,7,0,0,5,0,0,7,6,8,0,7,7,7,7,8,6,0,0,6,8,4,0,4,4,4,4,0,0,0,0,6,7,7,5,0,9,9,7,7,7,8,9,8,0,9,0,4,6,7,6,0,7,7,7,6,8,8,0
253,7,8,7,5,7,5,6,9,6,7,4,8,5,0,6,7,4,5,7,0,4,8,7,0,7,8,0,7,8,5,0,7,6,7,8,4,7,7,6,8,6,4,5,8,7,8,6,5,8,6,7,5,0,9,8,8,6,5,7,7,7,0,7,7,6,1,1,6,0,0,8,5,7,8,5,7,6,5,0,0,6,8,6,0,8,6,7,8,7,2,6,7,5,6,8,6,7,5
254,6,7,6,5,0,4,7,8,6,8,7,7,0,0,8,8,6,8,0,0,0,8,0,0,7,8,0,3,4,0,3,5,5,5,6,6,0,0,0,9,0,0,0,7,0,0,7,0,7,0,7,0,0,3,5,3,3,0,4,4,4,0,9,9,8,8,0,8,8,8,7,0,8,6,0,7,8,8,0,7,8,8,7,0,4,0,6,7,7,0,0,0,0,0,7,0,7,0
255,7,8,6,7,7,7,8,9,7,5,5,5,6,5,8,8,7,7,6,5,7,9,8,7,8,7,5,7,7,6,7,7,7,7,7,6,6,5,5,7,7,6,6,6,8,7,7,7,6,5,5,5,5,6,8,7,6,6,6,8,7,6,7,9,6,5,5,7,6,5,7,5,7,7,5,9,9,7,7,8,7,9,7,7,7,7,9,7,7,6,5,5,5,5,8,6,7,7
256,9,7,5,4,0,0,9,9,4,4,4,6,6,0,9,8,0,9,4,0,0,9,0,0,6,0,0,7,0,0,0,7,7,7,9,0,0,0,0,9,9,7,6,9,0,0,7,0,7,0,7,0,0,7,9,9,7,0,7,7,8,0,9,9,7,4,0,0,7,0,9,0,8,4,6,9,9,8,6,7,9,9,9,0,9,0,9,9,7,0,0,0,0,0,9,0,0,0
257,8,6,0,0,0,0,3,8,4,5,0,0,0,0,6,6,6,7,0,0,0,8,0,0,0,0,0,7,5,0,0,4,0,0,8,0,0,0,0,5,0,0,0,5,0,0,5,0,5,0,0,0,0,6,6,6,0,0,7,7,7,0,7,6,0,0,0,0,0,0,7,0,0,0,0,8,9,0,0,4,2,9,0,0,0,0,8,8,0,0,0,0,0,0,8,7,0,0
258,9,7,7,7,6,0,7,9,5,5,5,5,0,0,6,7,0,7,7,0,0,8,0,0,0,7,0,6,5,0,0,3,4,4,8,7,8,0,8,8,9,0,0,6,0,7,5,0,6,6,6,0,0,5,5,7,5,0,6,8,8,0,8,9,7,7,0,0,7,0,8,0,9,9,0,7,6,0,0,0,9,5,6,0,5,6,7,9,7,0,0,0,5,5,7,0,7,0
259,7,8,7,7,7,8,9,9,9,9,9,9,7,0,9,9,9,9,9,0,7,9,9,9,9,9,0,9,9,9,0,7,7,7,7,9,0,0,7,8,9,9,7,9,9,0,7,9,9,9,9,7,6,7,7,8,7,0,9,9,9,0,8,9,9,9,7,9,9,9,7,7,9,6,6,8,9,9,9,9,9,8,8,0,9,0,9,9,9,6,7,9,9,9,7,7,8,0
260,7,9,7,7,9,7,7,7,9,7,9,7,0,0,9,9,7,7,7,7,7,7,9,9,7,7,7,7,7,7,7,7,7,7,9,9,8,0,0,7,7,0,7,7,0,7,7,0,7,9,9,7,9,7,7,7,9,0,7,7,7,0,7,9,9,7,7,9,7,7,0,7,9,1,7,1,1,1,1,1,1,1,1,1,1,1,9,8,8,9,8,9,9,7,9,9,9,9
261,7,9,7,7,6,8,9,9,6,9,8,8,0,0,9,9,7,9,6,0,8,8,9,0,0,7,0,9,9,7,9,9,5,6,9,8,0,0,5,7,8,6,7,6,0,6,6,0,9,0,7,0,0,7,8,7,7,0,9,8,9,0,9,9,7,7,6,7,8,6,9,0,7,8,8,7,9,9,0,8,9,9,9,0,9,8,8,8,9,0,7,8,6,6,8,6,5,7
262,8,8,5,5,0,0,5,9,6,6,5,6,0,0,3,0,0,9,5,5,5,7,5,0,5,0,5,5,0,6,0,5,5,0,9,6,8,0,7,7,6,0,0,5,0,5,0,0,7,7,7,7,7,5,5,5,0,0,7,9,7,0,7,5,5,5,5,5,5,7,7,7,5,5,7,7,5,0,5,5,6,7,0,0,0,0,5,7,5,3,9,0,5,7,5,7,5,0
263,7,7,7,6,5,0,6,9,7,3,5,6,7,0,9,9,7,5,5,0,6,9,7,0,0,8,0,9,5,8,0,5,5,5,7,9,0,0,5,7,7,0,0,5,0,0,0,0,7,7,7,7,0,3,7,7,5,5,4,4,5,0,6,9,1,8,0,9,7,5,6,5,7,7,8,5,7,5,0,7,6,5,5,0,5,0,4,7,5,5,0,5,5,5,7,5,6,7
264,8,7,7,5,5,0,8,9,7,9,6,8,0,0,6,7,5,7,7,0,0,8,7,0,0,9,0,7,7,9,0,7,7,6,7,8,5,0,8,7,7,0,0,7,0,5,8,0,8,0,8,6,0,8,8,9,0,8,7,8,8,0,8,9,8,9,0,0,5,5,8,6,8,8,7,7,9,0,0,9,8,7,7,0,7,0,9,9,7,6,0,5,5,5,8,5,8,0
265,9,9,7,7,7,9,9,9,8,8,7,9,0,0,9,7,7,9,9,0,0,9,7,0,0,8,0,8,8,0,0,7,9,9,9,9,0,0,8,9,7,0,0,9,9,7,7,7,9,7,9,9,0,8,9,9,9,0,9,9,9,0,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9,7,9,9,0,9,0,9,9,9,7,0,0,7,7,9,8,8,0
266,8,5,4,4,0,0,4,7,8,7,5,5,0,0,7,8,5,4,0,0,0,8,4,0,0,4,0,7,8,8,0,4,4,4,9,6,0,0,7,7,0,0,4,6,0,0,4,0,7,0,0,0,0,5,6,5,0,0,7,7,8,0,6,7,0,0,5,7,7,0,7,4,4,6,5,6,5,5,0,6,5,6,7,0,4,0,7,7,8,0,0,0,4,0,7,0,4,0
267,7,8,9,7,5,0,9,9,7,9,7,8,0,0,7,8,8,9,9,0,7,9,9,0,7,9,0,7,7,0,0,5,5,5,8,9,9,0,7,9,7,0,7,7,7,0,7,0,5,0,5,5,5,5,9,7,7,0,5,7,7,0,7,9,9,9,0,7,7,5,9,5,7,5,5,7,7,6,0,7,9,7,7,0,7,0,8,9,9,7,7,7,8,6,5,5,5,5
268,7,9,7,7,6,0,7,8,7,7,6,9,0,0,6,6,5,6,4,0,5,7,5,0,0,8,0,6,7,0,0,5,5,5,5,0,0,0,5,6,6,0,0,6,0,0,6,0,7,0,8,0,0,4,5,6,0,0,6,4,5,0,8,6,5,0,0,5,6,4,8,0,9,6,0,8,8,0,0,7,7,5,5,0,5,0,8,8,8,0,0,8,8,0,5,0,0,0
269,8,9,5,5,5,5,5,9,9,5,5,5,5,5,9,7,5,9,5,5,5,7,6,5,5,7,5,9,5,5,5,6,5,5,8,5,5,5,5,9,8,0,0,7,0,0,7,0,7,7,7,0,7,8,8,8,0,0,7,9,8,0,8,9,8,8,0,0,8,0,8,0,7,7,0,8,9,0,0,8,9,9,0,0,8,0,9,9,0,0,0,0,0,7,9,0,8,0
270,7,9,7,8,6,0,8,7,7,7,0,6,0,0,9,9,8,8,7,0,0,9,6,0,0,7,0,7,8,8,6,4,5,5,6,7,0,0,6,7,5,0,0,5,5,5,0,0,6,6,6,6,7,4,3,3,4,0,7,5,6,0,8,9,9,8,8,9,8,0,9,7,8,8,8,8,9,7,7,6,8,8,7,0,7,8,6,7,7,5,0,5,5,5,6,6,5,0
271,8,9,7,7,6,8,7,8,7,7,5,6,6,0,8,8,7,8,7,5,6,8,7,0,7,8,6,7,8,7,7,7,7,6,8,6,0,0,0,8,7,0,7,8,8,7,7,7,7,8,7,7,7,5,7,7,6,0,8,7,7,0,8,7,6,7,7,6,7,7,8,6,8,7,8,6,5,5,0,6,7,6,6,0,6,6,7,8,6,6,0,5,6,6,8,6,0,7
272,7,7,7,8,7,7,9,7,6,8,9,8,0,0,7,4,7,8,9,0,0,9,7,0,6,9,0,7,7,8,8,7,7,7,7,8,0,0,7,9,7,0,0,8,6,0,0,0,8,8,9,7,9,7,8,9,7,3,9,7,8,0,8,9,7,5,0,9,9,4,8,7,7,8,6,8,7,9,0,9,8,9,9,0,8,0,9,9,9,9,9,9,9,0,7,9,9,8
273,9,7,6,9,8,8,9,9,9,8,7,9,0,0,7,8,8,8,8,0,7,8,8,0,7,7,0,8,9,8,7,6,0,7,8,0,0,0,0,7,9,0,0,6,7,0,0,0,9,0,9,0,0,6,8,6,7,0,8,6,7,0,8,8,7,0,0,7,0,0,8,7,8,6,8,8,8,7,7,8,8,7,0,0,0,0,9,9,8,7,0,0,7,7,9,0,0,0
274,8,9,5,7,9,0,8,8,7,7,8,0,0,0,9,9,0,9,9,0,6,9,0,0,0,9,0,9,8,9,7,8,9,9,7,5,0,0,6,7,0,0,0,7,9,0,8,0,9,0,7,0,0,7,7,9,9,0,7,8,9,0,9,9,6,0,6,6,8,4,9,5,8,7,7,8,9,9,8,9,8,8,0,0,0,0,8,8,7,0,6,6,9,7,9,9,8,0
275,8,9,6,5,0,6,6,9,8,7,0,9,0,0,7,0,7,7,5,0,0,9,9,0,0,0,0,7,0,7,0,7,6,0,6,0,7,0,0,7,0,6,6,5,0,0,0,0,9,9,9,0,0,5,5,4,3,0,0,6,7,0,6,9,0,9,0,8,0,0,5,0,8,0,0,7,7,6,0,0,4,8,7,0,4,0,7,8,5,0,0,0,5,0,7,0,0,0
276,7,7,5,5,0,0,5,6,7,7,5,3,5,0,7,7,0,5,5,0,0,9,3,0,3,3,0,8,0,0,5,4,6,4,9,7,7,0,7,9,3,0,7,7,7,0,3,0,6,0,7,0,0,6,6,7,5,6,7,6,6,0,7,9,3,7,0,7,5,0,7,0,7,7,0,7,7,0,7,7,5,7,7,0,7,7,8,7,7,5,0,0,5,3,8,0,7,0
277,7,9,7,7,8,0,7,7,6,7,5,5,0,0,8,9,0,7,8,0,0,9,0,0,7,9,0,8,7,9,0,7,7,8,7,0,0,0,7,7,7,0,0,7,8,0,9,0,7,7,7,0,0,8,8,8,0,0,9,7,8,0,7,9,9,9,0,9,6,0,8,0,8,8,0,7,6,6,0,7,7,9,8,0,9,0,9,9,8,8,0,7,7,0,8,0,9,0
278,8,9,6,5,6,8,9,7,5,7,5,5,4,0,7,8,7,9,8,0,5,6,7,0,7,8,0,8,9,8,7,5,7,7,7,5,6,0,7,7,8,0,0,8,5,7,0,5,9,7,7,7,5,6,8,9,9,0,9,7,7,0,9,8,6,5,7,5,6,0,9,7,7,6,8,6,7,7,0,8,8,8,7,0,7,7,9,9,6,3,5,7,7,7,8,7,8,0
279,9,7,5,6,6,5,8,9,9,7,6,5,0,0,7,7,0,7,6,0,0,9,7,0,6,8,0,6,6,0,0,5,5,5,7,7,0,0,6,8,5,9,0,6,5,0,7,0,8,7,8,0,6,6,6,6,0,0,8,7,8,0,8,6,6,6,0,6,4,0,7,6,3,3,5,6,8,6,6,7,3,8,6,0,6,6,7,8,8,3,0,7,6,0,7,6,7,0
280,9,9,0,0,9,7,7,9,9,0,0,0,0,0,9,9,6,6,6,0,0,6,6,0,0,7,0,7,0,0,0,6,7,6,7,6,7,0,8,8,7,0,0,6,0,0,6,0,8,0,7,0,0,7,7,8,0,0,7,7,7,0,9,6,6,8,0,0,7,0,9,0,7,7,4,8,9,6,0,6,8,8,6,0,6,0,9,7,7,8,0,0,7,0,9,0,8,0
281,7,7,5,5,7,8,5,9,7,9,7,8,0,0,9,9,5,9,6,0,0,8,7,9,8,0,0,8,7,0,0,7,8,8,7,5,6,0,0,7,7,0,0,5,0,0,0,0,0,0,0,0,0,5,7,8,0,0,6,7,7,0,6,9,8,5,0,7,8,7,5,0,8,5,6,7,8,0,0,0,7,7,8,0,7,0,5,9,7,7,5,5,7,0,4,0,0,0
282,8,9,7,6,7,9,8,9,5,8,7,5,5,0,6,7,7,6,7,0,0,7,7,0,7,6,0,6,5,5,0,8,8,8,6,6,0,0,8,7,6,0,0,7,0,0,0,0,7,7,7,7,0,9,9,9,8,9,9,4,4,0,7,3,2,2,0,2,3,2,8,5,8,7,4,6,4,5,7,7,6,7,7,0,8,0,9,9,7,5,7,9,7,0,7,5,8,0
283,8,9,9,9,8,5,9,9,9,7,5,6,9,0,9,9,9,7,6,9,9,8,8,0,8,9,0,9,9,7,8,6,6,6,7,7,0,0,7,8,6,7,6,6,0,3,0,0,5,0,0,0,0,5,8,9,0,0,8,5,5,0,9,9,9,9,0,9,9,0,9,0,9,6,7,5,6,6,0,6,6,9,9,0,9,0,9,9,0,0,0,6,6,6,8,0,8,0
284,7,8,4,7,9,4,9,7,8,5,4,5,0,0,9,7,4,4,4,0,0,6,0,0,5,6,0,7,8,6,5,7,4,7,4,4,6,0,7,6,9,9,4,5,7,4,5,0,7,7,7,7,5,7,6,9,6,4,5,2,2,0,7,9,3,5,0,6,6,0,5,3,9,3,5,7,9,8,9,9,6,8,4,4,9,6,7,6,8,0,0,7,5,5,8,5,7,6
285,9,8,5,8,5,8,7,9,3,8,4,6,5,0,7,6,6,8,5,0,5,6,5,0,5,5,0,7,6,5,0,6,7,6,6,5,0,0,0,7,7,0,0,7,2,0,7,0,6,5,5,5,5,6,7,7,5,0,7,8,6,0,8,8,6,6,0,7,0,8,8,7,6,6,8,6,7,7,5,5,9,7,5,0,7,0,8,8,3,5,0,5,7,5,7,7,6,0
286,8,6,5,5,5,0,7,7,4,7,6,5,5,0,7,8,5,6,5,0,0,6,8,0,0,5,0,5,5,5,0,5,5,5,8,7,7,0,8,7,6,0,0,6,0,0,6,0,6,0,0,0,0,0,6,6,0,0,8,6,5,0,5,6,6,5,0,6,7,0,6,0,7,7,7,8,8,8,0,0,7,7,8,0,9,0,9,7,6,5,0,0,0,0,9,0,7,6
287,9,3,7,5,8,1,5,9,8,9,7,8,7,7,5,5,5,4,3,3,3,4,4,4,4,4,4,7,8,8,7,5,5,5,4,4,4,4,4,7,8,7,7,1,2,2,2,2,6,6,7,7,6,3,3,2,2,2,3,1,2,2,2,4,5,4,4,4,4,4,5,4,4,4,4,2,2,2,2,2,5,1,1,1,1,1,1,2,4,3,6,3,5,4,1,3,2,2
288,9,9,7,6,6,6,0,9,6,6,6,6,5,7,9,7,5,7,5,5,5,8,5,5,5,5,8,8,5,5,5,5,5,5,7,5,5,5,5,8,6,6,5,5,5,5,5,5,9,5,5,6,5,7,7,6,5,5,6,7,6,0,7,8,0,0,0,0,0,0,7,0,6,0,0,8,8,0,6,6,6,8,0,0,0,0,8,8,0,5,5,0,6,0,9,0,7,0
289,9,7,5,5,5,0,7,7,8,7,3,0,0,0,7,6,5,9,0,0,0,7,7,0,0,7,0,7,0,0,0,7,7,7,7,8,0,0,0,6,5,0,0,6,0,0,0,0,6,0,7,0,8,6,6,6,0,0,0,8,9,0,9,9,9,0,0,0,8,0,9,0,3,7,0,6,7,8,0,7,7,7,7,0,8,0,6,6,3,0,0,0,0,0,6,8,0,0
290,4,7,8,7,5,0,0,7,7,7,3,9,0,0,9,9,0,5,0,0,0,9,0,0,3,7,0,5,6,0,0,5,6,6,4,0,0,0,0,9,4,0,7,5,0,0,0,0,9,0,7,0,0,7,9,9,0,0,7,5,7,0,5,7,0,5,0,0,9,9,6,0,7,0,0,7,7,7,6,8,7,7,0,0,7,0,7,7,9,0,0,6,6,6,7,7,7,0
291,7,7,5,5,6,6,4,7,6,6,6,8,0,7,7,7,0,7,8,0,0,6,5,0,5,5,7,7,8,8,0,6,5,5,7,6,6,0,9,7,9,9,0,7,0,0,0,0,7,7,7,7,0,6,7,7,0,0,8,7,7,0,7,7,6,0,8,7,6,8,7,8,8,5,7,7,7,7,6,0,9,7,7,9,7,0,8,7,9,5,6,9,9,0,7,8,8,0
292,8,7,6,6,0,0,6,7,6,6,0,0,0,0,5,6,0,5,0,0,0,7,6,0,0,0,0,7,6,0,0,5,6,6,6,0,0,0,0,8,7,0,0,5,0,0,6,0,8,0,0,0,0,5,6,6,0,0,5,7,6,0,5,5,6,7,0,0,0,0,5,0,6,0,0,6,6,0,0,6,6,6,0,0,6,0,6,6,0,0,0,0,0,0,5,0,0,0
293,8,7,7,7,7,0,7,9,7,7,7,7,0,0,8,9,0,7,8,0,0,6,6,0,0,7,0,7,5,0,0,6,7,6,7,7,8,0,0,7,8,0,0,7,0,0,5,0,8,0,0,0,0,5,7,7,0,0,7,7,7,0,8,8,8,6,0,7,6,0,7,5,7,7,0,7,7,0,0,7,5,6,5,0,5,0,7,7,6,6,0,5,7,0,6,0,0,0
294,8,9,7,7,7,8,6,9,9,8,7,8,0,0,9,9,8,9,7,0,0,9,3,0,0,0,0,9,7,0,0,9,8,8,9,0,0,0,8,9,9,0,0,9,0,8,8,0,9,0,0,0,0,7,9,9,9,0,9,9,9,0,9,9,9,6,0,9,0,7,9,8,9,7,9,9,9,8,0,9,9,9,9,0,9,0,9,9,9,7,0,8,8,0,9,0,8,0
295,9,9,9,9,0,0,9,9,9,9,9,0,0,0,9,9,9,9,0,0,0,9,0,0,0,7,0,5,0,0,0,4,0,0,7,6,0,0,0,7,0,0,0,7,0,0,0,0,7,0,0,0,0,6,8,9,0,0,0,7,8,0,6,9,7,0,0,0,0,0,6,5,9,0,0,6,7,0,0,0,7,7,7,0,7,0,8,9,0,0,0,0,8,0,7,0,0,0
296,8,9,7,5,9,9,8,7,8,6,5,6,7,0,7,8,6,9,9,6,4,8,0,0,8,6,0,8,9,9,0,7,7,6,4,4,0,0,7,7,5,0,0,6,6,7,4,0,5,5,6,0,6,7,7,6,7,0,8,4,4,0,4,7,3,7,5,5,4,9,4,3,3,4,0,8,7,0,7,7,6,6,5,0,6,0,8,7,9,6,6,0,6,6,9,7,7,0
297,9,7,7,0,0,6,7,9,6,8,8,8,0,0,6,6,0,7,7,0,0,6,0,0,8,4,0,7,0,0,9,4,6,6,9,4,0,0,8,8,8,0,7,6,0,0,0,0,7,4,6,7,0,5,4,6,0,0,7,6,3,0,9,8,9,6,0,4,7,6,9,6,9,9,9,9,9,9,9,9,9,3,4,0,0,0,8,9,9,6,6,6,6,6,6,0,5,0
298,7,9,6,6,7,7,8,9,6,9,7,7,9,0,9,6,6,8,8,0,0,9,9,9,9,9,0,9,9,9,0,7,5,5,8,8,8,0,8,8,9,0,0,8,0,0,7,0,8,6,8,0,8,8,8,8,9,0,8,7,7,8,7,9,4,7,7,7,7,7,7,6,7,5,7,6,6,0,0,7,6,7,6,0,7,0,6,9,9,7,0,0,7,0,9,7,7,7
299,9,7,0,0,1,0,0,9,9,3,1,1,0,0,7,9,3,9,7,0,0,9,0,0,0,0,0,9,9,9,0,7,7,7,9,9,9,0,9,9,9,0,0,9,0,0,7,0,9,0,9,0,9,9,9,7,7,0,9,9,9,0,9,9,0,0,9,0,1,1,9,3,9,3,0,9,9,3,3,7,3,9,0,0,0,0,9,9,7,0,0,7,7,5,9,9,0,0
300,7,9,6,6,0,0,6,8,0,8,8,9,0,0,7,9,8,9,7,0,0,7,7,0,0,0,0,7,0,0,0,7,7,0,7,7,8,0,8,9,0,0,0,7,0,0,0,0,8,8,8,0,0,7,7,8,9,0,8,8,9,0,6,7,0,6,0,0,0,0,6,0,6,6,0,8,8,0,7,0,9,8,0,0,7,0,9,8,7,0,0,0,8,0,7,0,6,0
301,7,8,4,4,4,0,4,5,4,5,0,0,0,0,9,7,5,6,4,0,0,5,0,0,0,4,0,6,0,4,0,4,4,4,6,6,6,0,7,6,5,0,6,6,7,0,6,0,4,0,0,0,0,7,7,7,6,6,7,7,6,0,4,4,4,4,4,0,0,0,4,0,3,3,4,6,6,0,5,5,5,7,4,0,4,0,6,7,5,4,0,0,5,4,6,6,5,0
302,9,7,5,5,4,3,7,9,6,7,4,5,5,0,8,7,6,7,6,5,5,7,8,5,8,7,5,7,7,6,5,7,6,6,7,7,5,5,5,7,7,0,0,4,5,5,5,5,7,0,6,7,8,6,7,7,6,0,3,7,5,0,7,9,6,0,7,6,0,7,7,5,7,5,5,7,7,6,6,5,7,7,5,0,5,5,7,7,5,2,0,0,0,6,6,6,7,0
303,9,9,7,6,6,0,7,9,8,8,7,7,0,0,8,9,3,9,7,0,0,9,8,0,0,8,0,7,9,7,7,6,6,6,9,7,8,0,8,9,7,8,0,8,7,6,0,0,9,7,7,6,0,6,8,7,8,0,9,7,8,0,8,7,8,7,6,7,7,6,8,7,9,8,9,8,7,7,6,8,9,8,7,0,7,0,8,8,9,8,0,8,7,6,9,0,9,0
304,9,9,9,7,7,5,7,7,8,8,0,6,0,0,9,0,7,8,0,0,0,7,8,0,8,0,0,9,8,6,0,7,7,6,7,7,0,0,7,9,8,8,8,7,7,0,7,0,8,9,9,5,0,7,6,6,0,0,7,6,6,0,6,7,0,5,0,0,0,0,7,0,7,7,7,7,7,0,0,8,7,8,0,0,8,7,9,9,0,6,0,0,6,6,8,0,0,0
305,7,8,5,7,5,5,6,9,7,6,7,7,8,0,7,7,6,6,5,0,5,6,6,0,4,4,0,7,6,6,0,2,8,3,8,6,6,0,4,6,0,7,0,7,8,0,2,6,7,7,7,6,7,7,7,6,7,0,8,5,4,6,8,8,7,7,6,6,7,0,8,4,7,4,8,8,8,6,9,8,8,7,6,7,6,7,6,7,7,4,0,7,6,6,6,8,6,4
306,7,6,7,7,5,0,6,8,9,7,0,0,0,0,5,6,6,7,7,0,0,8,7,0,0,9,6,7,6,9,6,6,6,6,8,7,0,0,6,5,6,0,0,4,0,0,0,0,7,8,8,0,0,8,7,6,8,0,7,7,8,0,8,9,6,5,0,0,0,7,7,6,8,7,5,8,7,0,7,6,4,7,8,0,6,0,8,8,7,7,8,0,7,7,6,0,5,0
307,9,9,7,7,9,0,9,9,9,9,7,9,0,0,9,9,0,9,7,0,0,9,7,0,0,9,0,9,9,9,0,7,7,0,9,9,9,0,9,9,9,0,0,9,0,9,0,0,9,9,9,9,0,9,9,7,9,9,7,9,9,0,9,9,9,9,0,0,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,0,9,0,9,9,9,9,0,0,9,9,9,9,9,0
308,6,7,4,4,4,4,4,7,5,5,5,5,0,0,8,8,5,7,5,0,0,7,7,0,7,0,0,6,5,0,0,3,4,3,7,7,7,0,0,7,7,0,0,7,6,0,7,0,7,6,7,0,0,6,7,7,6,0,8,6,6,0,7,7,0,0,0,0,0,0,7,6,6,0,0,8,8,0,0,8,7,7,7,0,7,7,7,7,7,0,7,0,7,0,5,0,5,0
309,7,5,8,8,8,5,8,5,6,6,5,5,0,0,9,9,9,9,5,0,9,7,7,0,8,9,6,9,9,7,7,4,4,4,7,7,7,0,9,9,9,0,7,8,8,0,9,0,7,8,8,5,4,7,7,6,7,0,7,7,8,0,9,9,6,8,7,6,8,6,9,7,8,8,6,8,9,5,5,8,9,9,7,0,8,0,7,7,9,5,6,7,8,6,4,8,4,4
310,7,6,6,6,7,5,5,9,6,8,6,5,5,5,7,9,6,8,6,5,5,9,6,5,5,6,5,8,5,6,5,4,5,5,8,8,5,5,7,6,5,5,5,6,6,5,6,6,7,6,7,5,6,7,7,6,5,5,8,8,9,5,6,6,6,0,0,0,0,0,7,5,6,7,5,8,6,6,7,6,6,8,7,0,0,0,8,8,6,0,0,6,5,5,8,5,6,5
311,9,7,6,5,7,0,4,9,7,7,6,0,0,0,9,8,9,7,0,0,0,7,5,0,0,7,0,7,0,0,0,4,0,0,9,0,0,0,9,6,8,0,0,3,0,0,0,0,7,0,6,0,0,3,6,9,0,0,5,6,7,0,6,9,6,0,0,0,0,0,4,3,6,6,0,6,8,0,0,0,5,7,7,0,6,0,3,4,0,0,0,0,0,0,3,0,0,0
312,3,7,5,5,5,5,5,7,7,7,5,8,0,0,5,5,5,5,5,0,0,9,4,4,4,4,4,7,5,5,5,5,5,5,6,8,5,0,7,5,5,0,0,5,4,0,7,5,7,5,7,5,0,5,8,7,9,7,5,7,5,0,9,9,7,7,3,9,8,3,9,5,7,7,6,6,7,7,5,7,5,7,5,5,5,0,6,9,7,0,0,0,7,5,5,5,5,5
313,9,9,9,9,9,8,9,9,9,9,8,9,0,0,9,9,0,9,9,0,0,9,9,0,9,9,9,9,0,0,0,5,5,0,9,9,9,0,9,9,9,0,9,8,8,7,7,0,7,0,0,0,0,0,9,9,0,0,8,9,9,0,7,9,0,3,0,9,0,9,7,7,9,9,0,0,7,0,0,8,9,7,7,0,7,9,9,9,9,0,0,7,0,0,7,0,9,0
314,7,7,5,5,5,5,5,8,7,6,5,6,5,0,6,8,5,7,5,0,0,8,6,5,5,5,5,6,8,5,5,4,5,5,9,5,9,5,9,9,6,0,7,6,5,0,5,0,7,7,6,6,7,6,7,7,5,5,8,6,6,0,4,7,5,9,6,8,5,0,6,4,7,6,7,7,7,7,7,7,7,7,7,0,7,0,6,6,5,5,5,5,6,5,4,5,5,5
315,7,7,6,7,3,0,8,7,3,7,3,7,8,0,9,7,3,9,9,0,0,9,7,0,7,8,0,8,7,6,0,4,5,5,8,0,0,0,7,9,9,6,9,8,0,8,0,5,9,0,7,0,0,7,8,7,0,0,7,9,7,0,9,9,8,6,0,6,5,3,9,7,9,6,5,6,7,0,0,0,7,3,4,0,4,0,7,0,8,8,0,7,5,0,7,0,0,0
316,9,9,4,5,6,0,7,9,7,5,0,7,5,0,7,1,5,8,5,0,9,9,5,0,0,5,0,9,9,9,0,9,5,5,9,7,5,0,7,8,9,0,5,7,5,5,5,7,7,5,4,5,5,9,9,6,9,0,7,9,8,0,9,9,9,9,5,5,5,5,9,5,3,3,5,9,5,5,5,5,5,9,5,0,9,5,9,9,3,1,5,7,5,7,9,6,6,0
317,9,7,0,0,0,0,4,9,6,5,5,0,0,0,9,9,0,9,7,0,0,7,4,0,0,0,0,9,7,0,6,9,6,6,9,8,8,8,6,9,8,0,0,9,0,0,0,0,9,8,0,8,0,7,9,9,8,0,9,6,9,0,9,9,0,7,0,7,0,7,9,5,0,0,6,9,9,7,0,0,5,9,0,0,7,7,9,9,0,1,0,0,5,5,8,7,7,0
318,5,7,5,5,6,5,5,6,6,7,5,5,5,0,7,6,5,9,6,0,6,9,6,0,6,5,0,3,5,0,0,5,6,7,7,6,0,0,6,9,5,0,0,7,0,0,0,0,8,6,6,5,7,7,7,5,5,0,7,9,9,0,8,9,9,7,5,5,6,5,7,5,9,6,7,9,9,6,7,7,6,7,8,0,7,0,9,9,5,6,0,0,6,5,8,6,5,0
319,7,6,5,5,5,5,5,9,6,7,5,7,5,0,5,7,0,7,7,0,0,9,6,0,5,5,0,6,6,0,0,0,0,0,0,5,0,0,0,9,9,9,6,5,7,0,3,0,9,0,6,6,0,7,9,7,7,0,9,5,6,0,7,7,5,7,0,8,5,0,7,0,7,7,0,5,5,0,0,4,6,6,0,0,7,0,6,7,6,6,0,0,5,5,6,4,0,0
320,7,9,7,7,7,0,7,9,9,7,7,7,0,0,7,9,3,7,6,0,0,9,8,0,9,9,0,6,0,0,0,7,8,8,8,9,8,0,6,9,9,0,0,6,0,0,6,0,5,0,6,0,0,6,7,6,6,6,9,0,5,5,6,9,9,7,0,6,6,0,6,6,6,6,9,5,5,5,6,6,3,9,7,0,7,0,7,5,6,0,0,0,0,0,9,6,9,0
