ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
772,9,6,5,6,7,5,6,8,8,8,6,0,0,0,8,9,7,9,7,0,0,7,0,0,0,7,0,9,0,0,7,7,7,8,7,7,0,0,7,7,8,0,5,6,0,0,7,0,8,8,8,0,0,7,7,7,0,0,8,7,7,0,8,6,6,0,5,0,0,0,8,8,7,7,7,7,7,8,0,6,8,8,7,0,7,0,8,7,8,0,0,5,5,0,8,0,7,0
773,8,9,8,8,8,7,6,9,8,8,7,7,5,0,9,9,8,8,8,0,7,9,7,0,0,9,7,9,9,8,7,8,8,8,7,8,7,0,5,8,7,7,7,6,6,5,6,0,8,8,7,4,7,8,9,9,8,0,8,9,8,8,9,9,8,7,8,8,7,7,9,8,8,5,7,9,9,7,7,8,9,9,6,6,9,0,9,8,8,8,0,9,0,8,4,9,6,5
774,8,8,7,4,7,7,8,8,4,7,5,5,0,0,7,8,5,8,0,0,0,9,6,0,6,7,0,7,6,0,0,6,0,0,7,6,0,0,0,7,7,0,0,7,0,0,0,0,6,6,6,0,0,7,7,8,8,0,8,8,8,0,7,7,6,7,0,4,4,0,7,6,7,4,7,7,7,7,7,7,8,8,6,0,8,0,7,7,7,4,4,4,4,0,7,6,0,0
775,8,6,5,5,5,5,5,6,5,7,6,7,5,5,8,8,5,7,7,5,5,9,7,5,5,5,5,7,7,7,5,6,6,6,7,7,7,5,5,7,5,5,5,7,5,5,6,5,8,7,7,8,5,7,7,7,8,5,6,6,6,5,9,9,5,0,7,0,7,0,9,8,8,7,0,8,8,7,7,8,9,7,6,0,6,0,8,8,8,5,0,5,6,0,7,7,0,0
776,9,6,5,5,5,7,5,9,9,9,9,9,0,0,9,9,0,7,7,0,0,9,9,0,0,0,0,9,0,0,7,6,6,6,9,9,0,0,7,9,0,0,0,9,0,0,7,0,9,9,0,9,0,7,9,9,9,0,9,9,9,0,7,9,6,6,0,0,0,0,7,6,7,7,6,9,9,9,9,9,9,9,9,0,9,0,9,9,9,9,0,9,0,7,9,0,9,0
777,8,7,7,8,0,0,7,9,9,9,9,0,0,0,7,8,7,7,7,0,0,9,8,0,0,9,0,9,9,0,0,8,8,8,8,0,8,0,9,7,7,0,7,8,0,0,8,0,6,7,7,0,0,6,7,8,7,0,8,6,6,0,7,9,7,6,0,7,7,0,7,0,9,8,9,7,5,0,0,6,7,9,8,0,8,8,8,9,9,7,0,7,8,0,7,8,8,0
778,6,9,5,5,7,0,7,8,8,8,5,4,5,0,7,9,5,5,7,0,0,9,6,0,5,8,0,7,8,0,0,8,6,8,9,7,6,0,8,9,0,0,0,9,0,5,7,0,9,6,8,0,0,6,9,8,0,9,8,4,6,0,7,9,0,9,0,9,0,0,7,5,7,7,0,9,9,0,7,0,7,9,9,0,8,0,9,9,9,0,0,0,6,7,9,7,7,0
779,7,6,6,6,5,5,5,8,8,7,5,9,0,0,6,6,5,9,9,0,0,9,0,0,8,5,0,8,8,9,0,3,4,4,6,5,5,0,0,8,5,0,0,8,0,0,8,0,5,5,5,0,0,6,7,7,0,0,8,8,8,0,7,8,6,8,0,8,0,0,6,5,4,4,4,7,7,3,4,6,8,7,5,0,7,0,9,9,8,7,7,7,6,0,7,7,7,0
780,9,7,7,5,9,9,9,9,4,9,3,5,6,0,6,7,7,3,3,3,3,6,5,5,6,7,5,9,9,9,5,9,8,8,7,7,5,7,5,5,6,0,0,6,6,0,9,9,0,0,7,7,7,7,7,9,0,0,9,5,7,0,3,7,7,7,7,7,7,0,3,5,5,5,5,5,5,5,5,5,7,5,6,0,0,7,7,7,8,6,0,9,7,7,9,9,9,7
781,7,6,4,4,6,0,4,9,3,3,3,4,0,0,9,8,8,4,5,0,0,7,6,0,8,6,0,7,6,7,0,4,4,4,8,7,9,0,6,7,7,0,0,6,0,0,6,0,6,0,7,0,3,6,4,7,7,0,8,8,7,0,8,9,8,8,0,7,6,0,7,5,7,8,0,7,7,6,6,7,3,7,4,0,4,7,7,7,7,6,0,0,4,0,5,0,6,0
782,9,9,5,0,0,0,7,9,9,8,0,9,9,0,7,6,5,9,6,0,0,9,5,0,5,0,0,2,0,0,0,3,7,7,2,3,7,0,0,9,0,0,0,6,6,0,7,0,5,5,5,0,0,7,6,9,0,7,9,7,5,0,7,4,0,0,0,0,0,0,7,0,7,0,0,7,8,0,0,0,7,9,7,0,7,0,9,9,5,0,0,0,0,7,9,7,0,8
783,8,7,6,7,5,5,9,9,7,9,7,9,8,5,9,9,8,9,8,0,0,9,4,0,9,9,0,9,9,9,0,9,9,9,9,7,0,0,9,9,9,0,6,9,7,0,7,0,9,0,0,0,0,9,9,9,7,0,9,9,9,0,9,9,9,9,0,9,9,0,9,5,7,5,5,7,5,5,7,0,7,9,9,0,9,0,9,9,9,0,0,0,0,0,9,0,7,0
784,9,9,5,5,7,0,7,9,7,7,6,7,0,0,6,6,0,9,2,0,0,9,0,0,0,0,0,8,0,7,0,6,5,5,6,0,0,0,0,8,0,0,0,7,0,0,0,0,9,0,0,0,0,6,9,5,5,0,8,7,6,0,9,9,5,0,9,6,5,0,9,0,9,6,6,7,9,0,0,7,7,7,0,0,0,0,9,9,0,0,0,9,0,0,1,9,0,0
785,6,4,5,6,5,5,4,7,5,7,6,0,0,0,5,5,0,3,3,3,3,7,7,0,0,7,0,5,5,6,0,4,6,5,4,0,0,5,5,6,5,0,0,5,0,0,0,0,6,0,0,5,0,7,7,9,5,7,6,8,7,0,9,7,3,7,0,7,0,0,9,0,3,3,0,7,7,0,0,0,6,6,4,0,7,0,5,5,0,5,0,5,0,0,5,0,0,0
786,7,7,7,7,0,7,7,9,7,9,0,0,0,0,7,9,9,1,1,1,1,7,7,7,7,7,0,9,7,0,0,5,5,5,5,5,6,5,7,7,7,0,0,9,7,0,5,0,7,7,9,7,0,7,7,7,7,0,7,0,7,7,7,7,0,9,0,9,0,0,9,0,3,3,0,9,7,0,0,0,5,5,5,5,5,0,0,7,7,7,0,0,0,0,0,7,0,0
787,5,7,5,4,3,6,6,7,7,8,5,5,5,5,6,5,5,6,5,5,5,7,5,5,6,7,5,5,8,5,5,3,5,6,6,5,5,5,6,5,4,5,5,5,6,5,4,5,7,5,8,5,5,5,5,7,6,6,6,9,3,5,9,9,5,7,5,6,5,5,9,5,6,6,5,7,4,5,5,5,4,4,6,5,5,5,5,5,5,5,5,5,5,5,6,5,4,5
788,9,7,4,0,6,0,7,9,4,6,3,9,0,0,7,8,0,7,0,0,7,9,0,0,8,7,0,9,0,7,0,4,5,0,6,0,0,0,0,7,0,0,0,7,0,0,7,0,9,5,5,0,0,6,4,4,0,0,7,6,6,0,9,7,6,0,0,8,0,0,9,0,6,0,0,9,7,0,0,0,6,8,7,0,0,0,9,8,9,0,0,0,3,0,9,0,4,0
789,8,7,3,3,3,5,3,9,8,8,7,0,0,0,6,6,0,7,5,0,0,3,3,0,0,0,0,7,0,8,0,7,7,7,7,0,7,0,0,2,2,0,0,7,0,0,7,0,3,0,0,0,0,6,7,7,6,6,7,3,6,0,7,7,6,6,0,0,8,0,7,6,7,7,0,7,7,0,0,8,5,9,8,0,0,8,9,5,6,0,0,0,0,0,9,0,8,0
790,7,7,7,5,5,5,8,6,7,7,6,5,5,5,8,8,5,7,5,5,5,9,7,5,5,8,5,6,5,5,5,5,5,7,9,5,5,5,5,7,7,5,5,7,5,5,8,5,6,7,7,5,5,7,7,7,5,8,7,7,7,5,8,8,6,5,5,5,8,5,8,5,8,8,5,7,9,5,5,5,8,7,5,5,5,5,9,9,9,5,5,5,6,5,9,5,5,5
791,7,9,7,7,7,7,7,9,6,6,5,6,5,0,9,8,7,9,3,0,0,9,8,0,9,9,0,7,6,7,9,6,6,6,8,7,0,0,0,9,7,0,0,8,0,0,8,0,9,0,8,0,9,7,7,8,5,6,9,9,8,0,7,9,7,4,0,0,6,5,8,0,6,6,0,7,7,6,0,6,8,9,6,0,7,0,8,9,6,9,7,4,0,0,2,7,6,0
792,9,9,5,7,6,6,7,9,5,9,9,7,5,0,9,9,5,9,7,0,0,9,7,0,0,9,0,9,9,9,9,7,7,7,9,9,7,0,9,9,9,9,0,7,5,0,0,0,9,9,5,5,5,9,9,9,0,0,7,9,9,0,9,9,5,5,0,0,9,0,9,5,9,7,7,9,9,5,5,9,5,9,9,0,7,0,9,9,7,7,0,5,7,5,9,7,9,0
793,7,9,9,5,9,0,9,0,0,7,7,0,0,0,7,9,0,8,9,0,0,9,7,0,0,9,0,7,7,0,0,5,0,0,7,0,7,0,7,7,7,0,0,9,9,0,0,0,5,0,0,0,0,7,9,9,9,0,7,9,9,0,9,9,3,9,0,9,0,0,9,0,7,7,0,5,7,0,0,0,7,9,9,0,9,0,5,5,0,0,0,0,5,0,5,0,0,0
794,8,9,9,9,5,5,9,9,9,9,9,9,4,5,7,9,5,9,9,5,5,9,8,7,9,9,6,8,5,5,5,5,8,8,9,7,5,5,5,7,7,5,5,5,5,5,5,6,6,6,6,6,6,7,7,7,6,5,8,8,9,5,7,9,8,9,5,5,9,5,8,7,7,7,5,5,7,6,5,6,9,6,6,6,6,6,8,9,9,6,6,7,7,3,8,6,6,6
795,7,9,7,0,0,0,9,9,8,9,7,0,0,0,9,9,7,9,3,0,0,0,7,0,9,9,0,7,7,0,0,5,7,8,9,0,0,0,8,9,9,0,4,5,0,0,0,0,8,0,9,0,0,9,9,9,9,9,9,9,9,0,9,9,9,2,0,6,9,7,9,0,9,7,0,9,9,6,6,9,9,9,7,7,9,0,9,9,9,3,0,0,5,0,9,9,9,0
796,8,9,6,7,9,7,8,9,8,9,0,9,0,0,9,9,7,6,5,0,0,9,7,0,0,0,0,7,7,8,7,0,7,7,9,7,0,8,8,7,9,8,0,9,9,0,0,8,7,0,0,0,0,7,9,9,0,0,7,6,6,0,6,8,8,9,0,0,6,0,5,0,7,7,7,7,6,6,0,8,9,8,9,0,6,0,8,6,9,0,0,0,0,0,9,0,0,0
797,8,9,6,5,7,5,6,9,8,9,7,5,5,5,9,9,5,9,9,5,5,6,5,5,5,5,5,9,5,5,5,7,7,7,8,5,5,5,5,8,9,5,5,7,5,5,9,5,8,7,7,5,5,6,7,9,5,5,8,8,5,5,7,9,5,5,5,5,5,5,6,5,7,7,5,6,7,8,5,7,9,8,9,5,7,5,9,9,5,5,5,5,5,5,9,7,8,5
798,7,7,5,3,0,0,7,9,5,8,7,7,0,0,7,8,8,6,6,0,0,9,9,9,0,8,0,6,6,0,0,7,8,8,7,8,0,7,0,6,6,0,0,5,0,5,6,0,8,9,9,8,8,4,4,4,4,0,5,5,5,0,7,9,9,7,0,9,0,7,7,0,9,9,0,7,7,7,0,8,8,9,9,0,8,0,4,5,5,0,0,5,5,5,3,0,3,3
799,7,4,7,5,0,0,5,4,4,4,4,4,4,5,6,5,5,7,6,0,0,7,0,0,0,0,0,6,0,0,6,5,0,5,7,0,7,0,0,5,5,0,0,6,0,0,0,0,7,0,0,0,0,4,4,5,0,0,5,0,5,0,7,7,0,0,0,0,0,0,7,0,7,7,5,5,3,0,0,0,5,7,5,5,5,5,5,5,0,0,0,0,5,5,4,5,5,0
800,8,8,9,7,5,5,6,9,6,9,4,9,0,0,7,7,7,9,9,0,0,9,8,0,9,9,0,9,5,5,0,7,9,7,8,9,0,0,0,9,9,0,0,8,8,0,9,0,9,0,7,7,0,5,7,9,0,0,6,7,7,0,6,6,8,6,0,0,0,0,7,6,9,5,7,5,7,5,0,5,9,7,9,0,9,0,9,9,9,5,0,6,7,9,9,0,9,0
801,8,9,6,6,6,0,6,9,9,9,9,9,0,0,9,9,9,7,8,0,0,7,7,0,8,8,8,9,9,0,7,9,9,9,8,7,8,0,0,8,9,0,6,7,0,0,7,0,7,0,0,0,0,6,7,9,8,0,6,6,4,0,6,6,7,8,0,0,0,4,7,0,8,7,0,8,8,7,5,8,7,9,9,0,9,0,9,9,9,0,0,9,9,7,9,0,0,0
802,8,8,8,8,8,8,8,7,7,7,7,0,0,0,6,7,6,7,0,0,0,7,7,0,7,0,0,6,6,0,0,5,4,4,5,5,5,5,6,6,6,0,0,8,8,0,8,0,8,8,8,0,0,6,6,9,0,0,8,7,7,0,7,7,0,0,0,0,8,7,8,6,8,8,6,7,7,7,0,9,5,8,6,0,8,7,6,7,7,7,0,7,7,6,7,7,9,0
803,8,9,9,7,8,8,9,9,8,8,8,8,7,0,8,9,3,9,7,7,9,9,7,0,7,7,8,7,7,0,8,7,7,7,9,8,0,8,8,9,8,7,0,9,0,9,9,0,9,8,8,8,7,8,9,8,7,0,7,9,8,0,9,9,7,7,0,8,7,8,8,7,9,7,7,9,9,7,8,8,7,9,8,0,8,7,9,9,9,7,7,7,7,7,9,7,8,8
804,9,7,5,5,7,7,7,9,7,9,0,0,0,0,7,9,7,3,6,0,0,9,0,0,7,9,0,9,9,9,9,7,7,7,9,9,9,0,7,7,0,0,9,7,7,0,7,0,9,7,7,0,9,5,5,7,7,0,8,9,9,0,7,7,7,7,0,7,7,6,7,7,7,7,8,7,9,8,9,9,6,7,7,0,8,8,8,9,9,8,0,9,6,0,7,7,9,0
805,4,9,8,7,9,5,9,8,9,9,7,9,9,5,7,8,5,9,9,5,5,9,5,5,9,9,5,9,9,5,5,6,7,6,9,9,5,5,9,8,9,5,5,7,5,5,5,5,8,5,9,5,5,5,9,9,5,5,9,9,7,5,9,9,7,9,5,5,9,8,9,5,9,8,8,3,7,4,1,1,4,1,1,1,1,1,9,9,9,9,0,9,8,9,5,0,0,0
806,7,8,6,5,6,7,7,8,2,4,0,0,0,0,3,3,0,4,3,0,0,9,4,0,5,0,0,7,7,6,0,5,6,6,7,7,0,0,0,6,6,0,0,6,6,0,0,0,9,0,0,0,0,0,7,7,0,0,3,7,7,0,4,4,0,0,0,0,0,0,4,5,6,6,0,6,6,0,0,0,6,7,6,0,7,0,7,7,0,0,0,0,0,7,6,0,6,0
807,9,9,5,5,5,5,5,9,7,7,5,9,9,0,9,8,0,9,9,0,0,9,7,0,7,9,0,9,9,0,0,3,0,0,7,9,0,0,0,9,7,0,0,9,0,0,0,0,9,8,8,9,0,9,9,9,0,0,9,9,9,0,9,9,9,9,0,0,0,1,9,7,7,7,0,9,9,0,9,9,9,9,9,0,9,9,9,9,9,9,0,9,9,9,9,9,7,7
808,7,5,7,7,5,5,5,7,9,9,7,5,9,5,5,9,5,7,5,9,9,9,9,5,9,9,5,7,9,5,5,5,5,5,9,9,9,5,9,7,5,5,5,5,5,5,5,5,9,5,9,5,5,5,9,9,9,5,5,5,5,5,7,9,9,9,5,9,5,5,7,5,9,9,5,5,5,5,5,5,5,7,7,5,7,5,7,9,9,9,5,5,5,5,5,5,7,5
809,9,9,0,0,0,0,0,9,0,0,0,0,0,0,9,0,9,9,0,0,0,9,0,0,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,9,0,0,0,9,0,0,0,0,9,0,0,0,0,9,9,9,0,0,0,9,0,0,9,9,0,0,0,0,0,0,9,0,0,0,0,9,5,0,0,0,0,9,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
810,9,7,4,6,7,6,5,9,8,7,4,0,0,0,8,7,8,8,6,6,6,9,5,0,9,7,0,9,9,9,0,5,5,5,7,8,7,0,5,8,8,8,5,7,0,7,6,0,7,7,7,7,0,5,7,7,8,9,9,8,8,0,9,8,7,8,8,8,8,0,9,8,3,3,7,8,8,8,8,8,8,8,9,0,9,7,9,8,9,9,0,9,9,7,9,8,5,5
811,9,9,8,9,7,0,9,9,9,9,9,0,0,0,9,9,8,8,0,0,0,9,8,0,0,8,0,8,0,0,0,8,8,0,9,0,0,0,8,9,9,0,0,9,0,0,8,0,9,8,8,0,0,9,9,9,0,0,7,9,9,0,9,9,8,9,0,7,0,0,0,0,7,7,5,9,9,0,7,5,9,9,7,0,7,0,9,9,9,7,9,0,0,0,7,0,0,0
812,6,7,6,0,0,0,6,7,7,6,6,7,0,0,6,6,0,6,0,0,0,7,0,0,0,0,0,5,0,0,0,5,6,0,7,7,7,0,0,6,0,0,0,6,0,0,7,0,5,0,0,0,6,6,7,8,0,0,8,7,7,0,7,6,0,8,0,6,7,0,7,0,0,0,6,9,9,0,0,0,9,7,0,0,6,0,9,9,7,0,0,0,7,0,7,6,0,0
813,9,9,5,5,5,5,5,9,5,5,5,5,5,5,7,5,5,6,5,5,5,9,0,0,0,0,0,9,0,0,0,7,5,5,9,7,0,0,0,7,0,0,0,7,0,0,0,0,9,0,0,0,0,5,5,5,5,5,7,5,5,0,3,5,3,0,0,0,0,0,3,0,5,0,0,7,7,5,5,5,0,7,0,0,0,0,9,9,6,0,0,0,0,0,5,5,0,0
814,7,8,7,6,7,0,7,9,6,8,7,0,7,0,6,7,0,5,5,0,0,9,0,0,0,0,0,7,0,0,0,4,4,4,7,0,0,0,0,7,8,0,0,6,0,0,5,0,7,6,6,0,0,9,9,9,5,0,7,9,9,0,7,9,0,7,0,0,0,0,7,0,7,7,0,7,6,0,0,8,8,7,8,0,8,0,8,9,7,7,0,0,6,0,7,5,7,0
815,9,7,5,5,5,5,8,9,7,7,9,8,0,0,9,9,8,7,9,0,0,9,7,0,9,9,0,6,7,0,9,7,9,7,9,9,7,0,7,9,9,0,0,5,0,0,0,0,9,9,0,7,0,7,9,9,0,7,9,9,9,0,7,7,7,0,9,0,0,0,9,0,9,7,8,9,7,7,8,8,9,9,9,0,9,0,8,9,8,8,0,8,0,0,8,8,8,0
816,8,8,5,5,5,5,7,9,7,8,7,7,5,0,7,7,7,7,5,5,0,7,5,0,0,7,0,8,5,5,0,7,7,5,6,5,0,0,5,7,7,0,0,7,0,5,5,0,7,0,0,0,0,7,9,9,7,0,7,7,7,0,7,7,9,5,5,5,6,5,7,6,7,7,6,9,9,6,0,7,8,8,7,0,7,5,9,8,8,6,5,6,7,5,8,6,7,0
817,5,4,7,7,7,0,7,7,6,1,0,0,0,0,9,9,5,7,5,0,0,9,9,0,6,9,6,9,0,0,7,5,7,7,9,0,0,0,0,9,5,0,0,5,0,0,0,0,9,0,0,4,0,7,5,9,0,0,6,9,9,0,9,9,4,8,6,9,6,1,7,0,9,9,6,5,5,0,0,1,9,9,7,0,8,9,9,9,9,3,0,9,0,9,5,9,0,0
818,8,8,6,5,6,0,6,9,8,7,7,5,0,0,8,9,8,7,7,0,0,8,8,0,0,7,0,8,9,0,0,7,7,8,7,7,8,0,0,7,6,0,0,7,7,6,6,0,8,0,7,7,0,8,8,9,7,0,8,8,9,0,9,9,8,8,0,7,0,7,8,6,9,9,7,8,9,6,0,8,7,7,7,0,7,0,8,9,8,7,0,0,0,0,6,5,0,0
819,6,8,8,0,0,8,8,9,9,7,6,9,0,0,7,6,0,9,9,0,0,9,6,0,7,0,0,7,0,0,0,7,6,8,8,8,0,0,0,7,7,0,0,7,0,0,0,0,9,9,9,9,0,9,9,9,0,0,9,9,9,0,9,9,9,9,0,0,9,6,8,0,9,8,0,9,9,0,0,7,8,9,0,0,0,0,9,9,9,7,0,0,7,7,9,0,0,0
820,9,9,9,9,5,7,9,9,9,9,9,9,5,5,9,9,7,9,9,0,0,9,7,0,0,9,0,9,9,0,0,9,9,9,9,0,7,7,7,9,0,0,0,9,0,0,3,0,9,7,7,0,0,9,9,9,9,9,9,9,9,0,9,9,9,9,0,9,9,0,9,5,9,7,9,9,9,5,7,9,7,9,9,5,9,0,9,9,9,7,0,9,7,5,9,7,7,0
821,9,7,9,9,9,8,9,9,9,9,5,9,9,0,5,5,5,5,5,7,6,9,8,9,9,9,0,4,7,5,5,5,5,7,8,7,0,0,9,7,8,5,0,5,5,5,5,5,9,9,9,9,9,9,9,9,9,0,5,5,5,0,9,9,9,9,0,9,9,9,9,7,9,9,9,9,9,9,0,9,9,9,9,0,9,0,9,9,9,9,0,7,9,0,9,9,9,0
822,7,7,7,9,5,0,9,8,5,5,5,9,0,0,3,3,3,7,7,0,0,9,8,0,9,9,0,9,7,0,9,5,5,5,5,5,5,5,9,9,0,0,0,9,0,0,0,0,9,9,9,0,3,9,9,9,0,0,0,9,9,0,5,7,5,0,0,0,9,7,5,7,9,8,0,7,3,9,9,3,9,9,0,0,9,0,9,9,9,9,9,9,7,0,6,9,7,0
823,7,7,5,9,9,7,7,5,7,7,7,5,5,8,5,5,9,7,5,3,3,7,0,3,5,3,1,8,9,9,9,7,5,5,5,5,7,7,7,7,5,9,9,8,5,9,7,5,1,7,9,7,5,9,8,3,1,1,5,5,8,7,8,7,5,4,7,7,7,5,2,7,8,5,1,9,5,5,7,6,4,8,9,9,6,9,9,7,4,9,5,1,3,7,7,8,9,8
824,4,9,7,7,5,7,7,8,6,9,8,9,5,0,6,7,9,7,5,0,0,9,8,0,8,0,0,5,5,7,6,5,7,5,9,8,0,0,0,9,9,0,9,9,9,0,9,7,5,7,6,8,0,7,9,9,9,0,9,9,9,0,9,9,8,7,0,0,9,0,8,0,8,8,9,8,9,9,0,0,9,8,8,0,9,5,9,9,9,0,0,9,9,9,9,0,9,9
825,8,6,7,5,5,5,5,8,7,9,5,8,5,0,6,7,6,7,7,0,0,9,9,0,8,9,0,6,6,6,0,4,5,5,7,8,0,0,0,9,9,0,0,6,7,7,0,0,9,9,9,9,9,8,9,7,7,0,9,8,9,0,6,9,9,9,0,0,0,7,8,9,9,9,0,7,7,7,7,8,6,8,8,0,8,0,9,9,9,7,9,9,9,0,7,8,8,0
826,8,8,6,6,7,6,7,9,8,7,7,7,0,0,8,8,7,7,7,0,0,9,8,0,7,7,0,8,0,0,8,7,7,7,8,8,9,0,0,9,0,0,0,8,8,0,6,0,8,0,8,8,0,8,8,8,8,0,8,8,8,0,8,7,7,8,0,7,8,6,8,0,8,8,8,9,9,7,0,8,7,8,7,0,8,0,9,9,8,8,8,0,7,0,8,0,8,0
827,8,8,6,5,0,0,8,9,8,8,5,0,0,0,6,7,0,8,8,0,0,9,7,0,9,0,0,6,0,6,0,5,5,5,7,8,0,0,0,9,8,0,7,8,0,0,7,8,6,0,7,7,0,7,8,8,0,0,8,6,6,0,7,9,9,7,0,0,6,5,5,0,8,5,0,7,5,0,0,0,7,9,0,0,8,0,7,8,8,8,8,0,0,0,8,0,0,0
828,7,9,3,7,9,7,7,7,6,7,4,5,5,6,9,8,7,8,3,0,0,8,5,0,2,7,0,7,5,8,3,5,5,5,5,5,6,0,5,7,7,0,0,5,0,0,0,0,7,6,6,0,6,7,6,6,0,0,5,0,6,0,7,7,7,3,5,7,7,7,7,5,5,7,4,7,7,0,6,0,5,4,0,0,5,0,7,7,6,5,5,6,5,5,7,5,0,0
829,9,9,9,9,9,9,9,9,9,9,9,9,9,1,5,9,9,9,9,9,9,9,9,9,3,9,1,9,9,9,9,1,9,9,9,9,9,9,9,9,5,9,6,7,9,4,6,8,9,9,5,4,1,3,9,9,9,6,9,9,9,9,2,9,2,3,1,4,4,8,6,4,9,9,9,5,9,9,7,2,8,3,9,3,4,3,4,9,9,9,9,3,3,2,3,2,2,9
830,7,5,6,5,5,0,6,6,5,5,5,0,7,0,9,9,8,4,5,0,0,8,0,0,0,6,0,6,0,7,0,7,8,7,9,9,0,0,0,8,9,0,0,9,0,0,7,0,9,0,0,3,9,3,9,2,5,7,9,7,7,0,5,9,0,0,0,7,7,0,5,4,6,3,4,7,9,6,7,9,4,9,6,0,6,7,9,8,7,0,0,0,7,5,9,2,7,0
831,9,7,4,4,4,4,4,7,4,4,4,4,5,5,7,4,4,7,4,4,4,7,5,5,5,5,5,5,5,5,5,5,5,5,7,7,5,5,7,7,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,7,7,4,4,4,4,5,5,5,5,5,7,7,4,5,5,5,6,5,7,3,4,5
832,7,5,5,0,8,9,4,9,9,9,7,9,0,0,9,7,5,3,0,0,0,9,4,0,0,0,0,7,8,5,7,7,6,9,3,0,0,6,0,5,5,0,0,7,0,7,0,0,5,0,0,0,6,7,6,7,8,0,9,9,7,0,7,9,3,1,0,5,0,9,4,7,6,5,0,9,9,7,7,5,9,7,7,0,8,0,7,9,7,3,0,7,8,0,7,1,7,0
833,7,9,7,7,8,9,7,9,9,6,5,8,0,0,7,8,0,8,8,0,0,9,8,0,7,9,0,8,9,8,7,7,6,7,7,8,7,0,7,7,7,0,0,7,5,6,7,7,7,7,7,7,0,6,8,8,9,0,9,7,7,0,7,9,7,7,0,6,7,5,7,6,7,7,7,7,7,7,7,8,8,8,9,0,9,8,8,8,8,8,8,8,6,6,8,7,8,0
834,7,8,9,9,9,9,9,9,7,7,0,8,0,0,9,9,7,9,7,0,0,9,9,0,9,9,0,7,9,0,9,8,8,8,9,9,0,0,9,9,9,0,0,9,0,0,7,0,9,9,9,9,0,7,9,9,0,0,7,9,9,0,9,9,7,7,0,7,7,0,9,0,9,9,9,9,9,7,7,8,8,9,0,0,7,0,9,9,9,9,0,0,0,5,9,7,9,0
835,8,7,0,0,0,7,4,8,6,7,0,0,0,0,9,9,7,8,7,0,0,6,7,0,0,7,0,5,0,0,0,5,5,5,6,4,6,0,7,5,0,0,0,4,0,0,6,0,7,0,0,0,0,7,7,6,7,0,8,4,5,0,7,4,0,0,0,0,0,0,7,6,7,7,8,6,6,0,0,8,7,5,5,0,5,0,6,5,5,0,0,0,5,0,7,7,0,0
836,8,8,6,0,0,0,7,7,7,8,6,0,0,0,6,7,6,5,3,0,0,9,7,0,6,6,0,7,7,8,0,6,6,7,5,7,5,0,7,6,6,0,0,4,0,0,4,0,6,7,6,0,0,7,7,7,6,6,8,7,6,0,7,8,0,0,0,8,0,0,7,7,8,8,8,8,4,4,6,6,7,8,7,0,8,7,9,0,9,7,0,8,7,6,9,6,5,0
837,6,7,5,5,5,5,5,9,5,9,5,7,0,0,9,8,2,7,6,0,0,6,0,0,0,0,0,6,0,0,0,6,7,7,9,5,0,0,6,7,0,0,0,7,0,0,7,0,7,0,0,0,0,6,7,7,0,0,8,7,7,0,7,8,7,7,0,0,5,7,7,0,6,1,5,9,9,9,7,7,7,8,7,0,7,0,9,9,8,1,0,0,8,0,9,7,4,0
838,7,9,6,6,5,8,6,9,5,6,5,5,0,0,9,6,5,8,6,0,5,9,7,0,7,5,0,8,9,0,5,5,5,5,6,7,0,0,5,7,5,0,0,6,5,0,0,0,6,6,7,5,5,7,7,7,5,0,7,7,6,0,9,9,7,5,5,5,5,5,9,5,7,6,5,7,7,5,5,6,6,7,6,0,6,6,8,9,7,6,0,5,5,5,6,5,6,0
839,7,8,7,6,9,8,7,3,4,1,5,3,2,1,8,7,6,7,8,5,9,6,5,6,7,8,6,8,7,8,5,6,7,8,7,8,7,6,9,5,5,6,4,3,4,3,2,3,6,8,6,7,6,7,8,9,7,0,8,9,9,0,7,8,7,6,6,7,6,7,8,9,9,8,8,5,7,6,7,7,8,6,7,6,6,7,9,9,8,7,7,8,7,8,9,8,7,5
840,5,8,7,6,5,5,8,8,7,9,5,5,5,5,8,9,5,6,3,5,5,9,7,5,5,8,5,7,7,5,5,7,5,5,7,5,5,5,5,9,9,9,8,5,5,5,5,5,7,7,7,5,5,8,9,9,5,5,9,5,4,5,8,9,4,6,5,6,8,5,6,5,9,9,9,8,8,6,5,5,8,9,5,5,6,9,7,7,8,7,5,5,5,5,5,5,5,5
